x,y
88.89052971938916,56.58353698786045
88.94045694525103,56.82320912945489
89.44178765994282,56.741725026984504
89.51422670079509,56.493333445347496
89.52936242741184,56.91120318527611
89.80133126539167,56.682825329761684
90.20552013839212,56.69296283866304
90.49005154675582,56.61014932821505
90.87056669114473,56.66836957939446
91.21561274104026,56.82518155411489
91.04878650049397,56.72593985375947
91.04676220462586,56.79605886544734
91.08428819256537,56.792852035644756
91.65334462396633,56.928108811058316
91.70038459196171,56.66995265891968
91.96905838325276,56.491394076646856
92.14833449925342,56.86502689837161
92.427420344531,56.64798791154338
92.81628101204706,56.858692523287836
92.8870939214416,56.74410484693811
93.04605527345514,56.66359982002037
93.11983241544628,56.734109418659735
93.22818085356634,56.97508738783799
93.60937173014304,56.99701018160281
93.875778606766,56.70154320364196
94.34902175881108,56.72373723969307
94.30168623431071,56.87286468374827
94.62606751282179,56.59968718116059
94.59834912576149,56.795224309432356
94.68804549098138,56.763954611457294
94.91140635041727,56.84154687170242
95.13551201047692,56.70034130208738
95.74932159270331,56.622248865730555
95.49013564109393,56.58970551092081
95.91985753204078,56.7778140629816
95.83675115757492,56.92634367492545
96.28732259066707,57.00598568120901
96.37794820585184,57.40059222948141
96.46649121857077,57.34128640816028
96.65076413180704,57.10188838345051
96.72261823197287,57.37469051431366
97.04873571299947,57.34338929634048
97.07156935018226,57.44934885151577
97.11095302646176,57.61302500518059
97.25505562434614,57.77701309389732
97.62156137013825,57.73784996149886
97.97844649777932,58.05859247856074
97.90849102988128,57.84364248762547
98.00663202821173,58.13739581407737
98.20429836057933,58.653134876176146
98.4914266669703,58.4294287732396
98.45969408639837,58.74877636878374
98.4936281235949,58.690577659792645
98.84698175576753,58.91211700707724
98.86849301024914,58.969580358176174
99.1551413915191,59.11041611818795
99.07041465190231,59.181536366233146
98.97506733546389,59.52989248691292
99.06709011590256,59.5087028522863
99.63141643969938,59.91133143557
99.75180331782273,60.15308400692873
99.57394759247732,60.22755520723782
99.64930454585458,60.31514788077821
100.03033709974696,60.61464125487
99.74798329906267,60.691373775899265
99.88148926857598,61.07150770353079
100.2127555032196,60.852034435688005
100.15668987497735,61.27373056126155
100.31397255283771,61.22421300387464
100.38849420713119,61.498449159269555
100.56150291199467,62.12793919553268
100.81961060430305,62.258730201551465
100.71964445206923,62.21772307557528
100.90034554713641,62.301218466485
100.59424038029597,62.28227401005737
100.99296766345283,62.844852208126426
100.97298210801803,63.48757933581693
101.01670153019072,63.386262287682214
101.16890554564745,63.43163523265945
101.35284360813671,63.777563476116285
101.64408852105475,63.66324132973726
101.4130682119924,64.03939309306232
101.72370111194368,64.2822185157591
101.75548396958398,64.43406908797031
101.89004917226295,64.74136589828082
102.20295141283665,64.84597684650123
102.24899316326533,65.06154935256193
102.48717189728231,65.02027248101255
102.3843621871924,65.41537024827376
102.42694644316929,65.67689703802682
102.62450982304321,65.43334257514361
102.824284297991,65.58624472408803
102.94739836712938,66.05431735440209
102.8945407419284,65.95362242170135
103.2104366286194,66.31491916642952
103.37422356623551,66.1534765639173
103.86427324522748,66.54697321597563
103.91844314147801,66.45052529839938
103.66285039612423,66.56474659884267
103.90535022601236,66.84897042054563
103.89029627022862,66.64122493860269
104.18631819533583,66.6284844066096
104.49114539154291,66.76944237543317
104.79733260784874,66.96456192978214
104.68350110322996,66.71476279791133
104.87488847037623,67.09113263098087
104.8347687065733,66.9536137930805
105.31997467109817,67.23863378329906
105.37613060272948,66.73257388299494
105.65073450218364,66.9923223763911
105.79674115433302,66.86941987710769
106.11562486453448,67.00419273672378
106.07087434683713,67.16485400252172
106.32241236896816,67.09444234243418
107.07283857169286,67.07121172452577
106.77423794334096,67.06774567745218
107.01951185199101,67.09931103277842
107.67887538133729,66.88975489450155
108.06088025302198,67.11464390940091
107.67347451010973,67.0712577426258
108.02019523548378,66.98884192561533
108.35484134075281,66.97012279442293
108.79285188427295,66.88334479510067
108.61702649434046,67.09343232052724
108.96113844526872,66.72182501092198
109.34856615010538,66.63336221045185
109.53216420923079,66.50914744527837
109.64624171060375,66.40871230601235
109.91881937025367,66.3172933744889
109.96917464754979,66.3105143728468
110.37626175632957,66.3729840152497
110.60844326835343,66.37379318782857
110.91924615807949,66.27212462719068
111.0365169406151,66.09160087579315
111.4250886723848,66.28504186011881
111.73972489361182,66.20654448870471
111.84328200004045,66.01976665376134
112.10334643784178,65.89674414910756
112.28741462185398,66.0312179274935
112.5063364696651,65.93513798348626
112.62278210812089,65.65183077220182
113.00078168041551,65.82547499812807
113.1584017275314,65.84649803340591
113.70385446558195,65.6490301321946
113.83977294862335,65.79488345763511
113.87235925509933,65.53658300100861
113.90738239512022,65.94994139700381
114.05881677528298,65.93803547350713
114.60450809352834,65.7212147485207
114.66157933165724,65.82905902453449
114.88655260779676,65.43596034353469
114.74111359843626,65.65460347827049
115.32597746301111,65.82251402197191
115.43476985344736,65.75240162905439
115.37537932803984,66.07531198901225
115.64206379410294,66.33111965307091
115.91864225194641,65.9269750179511
116.04863550570819,66.05846243949131
116.15396760171876,66.30876498937893
116.33461658986744,66.61328507831216
116.45999395208197,66.29526298730717
116.66362905456145,66.6318090690383
116.99973909266677,66.99229137714615
116.52763072433092,66.6047330382723
117.00610078515001,66.8024171190122
117.19254370485082,67.08169380849284
117.33041310074505,67.22625084937346
117.34576540227268,67.59362493710056
117.24927080001711,67.68348923255475
117.66900272291355,67.56440458149906
